id	TCGA-DD-AACL_StageI	TCGA-WJ-A86L_StageI	TCGA-EP-A2KC_StageI	TCGA-K7-A5RF_StageI	TCGA-G3-AAUZ_StageI	TCGA-DD-AAD1_StageI	TCGA-BD-A3EP_StageI	TCGA-DD-AAE6_StageI	TCGA-DD-AADJ_StageI	TCGA-DD-AAVZ_StageI	TCGA-2Y-A9GX_StageI	TCGA-DD-A1EG_StageI	TCGA-DD-AAE2_StageI	TCGA-XR-A8TC_StageI	TCGA-FV-A2QR_StageI	TCGA-DD-AAD2_StageI	TCGA-FV-A2QQ_StageI	TCGA-K7-A6G5_StageI	TCGA-DD-A4NN_StageI	TCGA-2Y-A9HB_StageI	TCGA-ED-A7PX_StageII	TCGA-DD-AACH_StageII	TCGA-ZS-A9CD_StageII	TCGA-5R-AA1C_StageII	TCGA-FV-A3I0_StageII	TCGA-ED-A5KG_StageII	TCGA-CC-5258_StageII	TCGA-DD-AAVU_StageII	TCGA-4R-AA8I_StageII	TCGA-KR-A7K7_StageII	TCGA-K7-AAU7_StageII	TCGA-5C-A9VG_StageII	TCGA-UB-A7MA_StageII	TCGA-CC-A9FS_StageII	TCGA-DD-A1EH_StageIII	TCGA-DD-A39W_StageIII	TCGA-CC-A7IE_StageIII	TCGA-BC-4073_StageIII	TCGA-CC-A7IH_StageIII	TCGA-CC-A3MA_StageIII	TCGA-BC-A216_StageIII	TCGA-CC-A7II_StageIII	TCGA-ED-A82E_StageIII	TCGA-LG-A9QD_StageIII	TCGA-DD-A4NE_StageIII	TCGA-G3-A25T_StageIII	TCGA-ED-A7XO_StageIII	TCGA-BW-A5NP_StageIV	TCGA-DD-A119_StageIV	TCGA-DD-A1EK_StageIV
hsa-mir-6729	0	0	0	0	0	0	0	0.242646	0	0	0	0	0.232332	0	0	0	0	0	0	0	0	0	0.197849	0	0	0.31135	0.318987	0	0.213341	0	0.141264	0	0	0.417839	0	0	0.403599	0	0	0	0	0	0	0	0.200571	0.143642	0	0	0	0
hsa-mir-3622a	0	0	0	0	0	0.271917	0.477223	0.242646	0	0	0	0	0	0	0	0	0	0.56946	0	0.471605	0.125679	0	0.197849	0	0	0	0	0	0.213341	0	0	0	0	0	0	0	0	0	0	0.12582	0	0	0.109715	0	0	0	0	0	0	0
hsa-mir-6883	0	0.624733	0	0	0.449388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399159	0	0.497214	0.373273	0	0	0	0.461205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-526a-2	0	0	0	0	0	0	0	0	1.24535	0	0	0.477096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748809	0	0	0	0	0	0	0	0	0	0	0	0.291489
hsa-mir-3155a	0	0	0	0	0	0	0	0	0	0	0.228912	0	0.120838	0	0	0.264754	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0.403599	0	0.363425	0.241544	0	0	0.306897	0	0.200571	0	0	0	0.244324	0.291489
hsa-mir-938	0	0	0.270297	0	0	0	0	0	0	0.351828	0.228912	0	0	0	0	0	0	0	0	0	0	0.124386	0	0	0	0	0	0	0	0	0	0	0	0	0.155116	0	0	0	0.363425	0	0.311266	0.706828	0	0.244681	0	0	0	0	0	0
hsa-mir-6839	0.348422	0	0	0	0	0.142356	0.258255	0	0	0	0.228912	0	0.120838	0	0	0.264754	0	0	0	0	0	0	0.197849	0	0	0	0	0	0.213341	0	0	0.259253	0	0	0	0	0	0	0	0	0	0	0.109715	0	0	0.274269	0	0	0	0.291489
hsa-mir-5697	0	0	0	0	0.242121	0	0	0.450298	0	0	0	0	0	0.519798	0	0	0	0	0	0	0	0	0	0.4013	0	0	0	0	0.213341	0	0	0.135442	0	0	0	0	0	0.294902	0	0	0	0	0	0	0.200571	0	0	0	0.244324	0
hsa-mir-6813	0	0	0	0	0	0	0.258255	0	0	0	0.600129	0	0	0	0.350143	0	0	0	0	0	0	0	0.197849	0	0.178479	0	0.318987	0	0	0	0.141264	0.135442	0.269166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244324	0
hsa-mir-4654	0.348422	0	0	0	0	0	0	0.242646	0	0.796158	0	0	0	0	0	0	0	0.56946	0	0	0	0.124386	0	0	0.178479	0	0	0	0	0	0	0	0	0	0.155116	0	0	0	0	0	0	0	0	0.244681	0	0	0	0	0	0
hsa-mir-559	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	1.20242	0	0	0	0	0.314855	0	0	0	0	0	0.260068	0.164058	0	0	0	0	0	0	0	0.223995	0.155116	0	0	0	0	0	0	0	0.211673	0	0	0	0	0	0	0
hsa-mir-548n	0	0.345922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0.197849	0	0	0.164058	0	0	0	0.47411	0.141264	0	0.269166	0	0	0	0	0.294902	0.363425	0.12582	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-3162	0	0	0	0	0	0	0	0.242646	0	0	0	0	0.120838	0.519798	0	0	0	0	0	0	0	0	0.197849	0	0	0	0	0	0	0.47411	0	0	0	0	0	0	0.403599	0	0	0	0	0	0.211673	0.244681	0	0	0.228393	0	0	0
hsa-mir-6884	0	0	0	0	0	0	0	0.242646	0	0.127051	0	0.177147	0.120838	0	0	0	0	0	0	0.254987	0	0	0	0	0	0.164058	0	0	0	0.256444	0.269921	0.135442	0	0	0	0	0	0	0	0	0	0.396276	0	0	0	0.143642	0	0.353079	0	0
hsa-mir-3116-1	0	0	0	0	0	0	0	0	0	0.127051	0	0	0.120838	0	0	0	0	0	0	0	0.125679	0.124386	0	0.146524	0	0	0	0.160018	0.213341	0	0	0	0.495922	0	0.155116	0	0	0.294902	0	0.241544	0	0	0	0	0	0.143642	0	0	0	0.291489
hsa-mir-4713	0	0.624733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443794	0	0	0	0.164058	0	0	0	0	0	0	0.269166	0	0	0	0.403599	0	0	0	0.311266	0.396276	0	0	0	0	0	0	0	0
hsa-mir-6826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.350143	0	0	0	0	0	0.125679	0	0	0	0.178479	0	0	0	0.399159	0	0	0	0	0.223995	0	0	0.403599	0	0	0	0	0.396276	0.306897	0	0	0	0.228393	0	0	0
hsa-mir-4435-1	0	0	0	0	0	0	0	0	0	0	0.228912	0	0	0	0	0.264754	0	0	0	0	0.125679	0	0	0.146524	0	0	0.318987	0	0	0	0.141264	0	0	0	0	0	0	0	0	0.348669	0	0	0	0	0	0.394043	0	0	0.635627	0
hsa-mir-4757	0	0	0	0	0	0	0	0	0	0	0.228912	0	0	0	0.350143	0	0	0	0	0	0.24128	0	0.197849	0	0.178479	0	0	0	0	0	0.141264	0	0	0.223995	0	0.170648	0	0	0	0.12582	0	0	0.109715	0.244681	0	0.143642	0	0	0.244324	0
hsa-mir-4794	0.348422	0	0	0	0	0.142356	0	0	0	0.351828	0	0.334903	0	0	0.185667	0	0	0	0	0	0	0	0	0.146524	0.0919977	0	0	0	0	0.47411	0.141264	0	0	0.223995	0.155116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4717	0	0	0.270297	0	0	0.142356	0	0.242646	0	0.127051	0.228912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0.213341	0	0	0	0	0	0.295161	0.170648	0	0	0.363425	0	0	0	0	0	0	0.143642	0	0	0	0.291489
hsa-mir-5189	0.348422	0	0	0	0.242121	0	0	0	0.258004	0	0.228912	0.177147	0	0	0	0	0	0.56946	0	0	0	0	0	0	0	0	0	0	0	0.256444	0	0	0	0	0	0.170648	0	0	0	0	0.311266	0	0	0	0	0	0	0	0	0
hsa-mir-6821	0	0.345922	0.270297	0	0	0	0.258255	0	0	0	0	0	0	0	0	0	0.456904	0	0	0	0.125679	0	0	0	0.0919977	0.567288	0	0	0	0	0	0	0	0	0	0	0	0.294902	0	0	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-548ar	0	0.345922	0	0	0.449388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0	0.124386	0.197849	0	0	0.567288	0.318987	0	0	0	0	0	0	0	0	0	0	0.294902	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5009	0	0	0	0	0	0.142356	0	0.242646	0	0.351828	0	0	0.232332	0	0	0	0	0	0.314855	0.254987	0	0	0	0	0.0919977	0	0	0.304047	0	0	0.141264	0	0	0	0	0	0	0	0.363425	0	0	0	0.109715	0	0	0	0	0	0	0
hsa-mir-1278	0.628851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264754	0	0	0.314855	0	0.125679	0	0	0.279528	0	0.164058	0	0	0	0	0	0	0.269166	0	0	0	0	0	0	0	0	0	0	0.244681	0	0	0.228393	0	0	0
hsa-mir-7845	0	0	0	0	0	0.142356	0.258255	0	0	0.127051	0.228912	0.177147	0	0	0	0.488373	0	0	0	0	0	0	0	0	0	0.164058	0	0	0.213341	0	0	0	0	0	0	0	0	0	0	0.348669	0	0	0	0	0	0	0	0.353079	0	0
hsa-mir-3116-2	0	0.345922	0	0	0	0	0	0	0	0	0	0	0.120838	0	0	0	0	0	0	0.254987	0	0	0	0.146524	0.0919977	0	0	0.304047	0	0.256444	0	0	0	0	0	0	0.403599	0	0	0	0.567148	0	0	0	0	0	0	0	0	0
hsa-mir-4695	0	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667165	0	0	0.164058	0	0	0	0.256444	0.141264	0.135442	0	0	0.155116	0	0	0	0	0.12582	0	0	0	0.244681	0	0	0	0	0.453203	0
hsa-mir-4435-2	0	0	0	0	0	0.142356	0	0	0	0	0.228912	0	0	0	0	0	0	0	0	0	0.125679	0	0	0	0.0919977	0.164058	0	0.160018	0	0.256444	0.141264	0	0	0	0	0	0.403599	0	0	0.348669	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-4450	0	0	0	0	0.242121	0	0	0	0	0.127051	0.228912	0.177147	0.120838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663201	0.141264	0	0	0.223995	0	0	0	0	0	0	0	0	0	0	0.533521	0	0	0	0	0
hsa-mir-6742	0	0	0	0	0	0	0	0	0	0.243813	0	0	0	0	0	0	0	0	0.314855	0	0	0	0	0	0	0	0	0	0	0.256444	0	0.259253	0	0	0	0.323228	0.718621	0	0	0	0	0	0.109715	0	0	0	0.228393	0	0	0
hsa-mir-5188	0	0	0.270297	0	0	0	0	0	0	0	0.228912	0	0.120838	0	0.185667	0	0	0	0	0	0	0.124386	0	0.146524	0	0	0	0.160018	0	0.256444	0	0	0.495922	0	0	0	0	0.294902	0	0	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-4749	0	0	0	0	0	0	0	0	0	0	0.426427	0	0	0	0.185667	0	0	0	0.314855	0	0.125679	0	0	0	0.178479	0	0.318987	0	0	0	0	0	0	0	0	0.170648	0	0	0	0	0	0	0.109715	0	0	0.143642	0	0	0.453203	0
hsa-mir-4785	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488373	0.456904	0	0	0	0.125679	0	0	0	0	0	0	0.160018	0.213341	0	0	0	0.269166	0	0	0	0	0	0	0	0	0	0.211673	0	0	0.143642	0	0	0	0
hsa-mir-1910	0	0	0	0	0	0	0.258255	0	0	0	0	0	0	0	0	0	0	0	0.314855	0	0	0	0	0	0.0919977	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0.12582	0	1.17914	0	0	0	0.274269	0	0	0	0
hsa-mir-544b	0	0	0.270297	0	0	0	0	0.450298	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0.197849	0	0	0.164058	0	0	0.399159	0	0	0	0	0.417839	0	0	0	0.294902	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548t	0	0	0	0	0	0	0	0	0	0	0	0	0.120838	0	0.185667	0.264754	0	0	0	0.254987	0	0.62318	0	0	0	0	0	0	0	0	0	0.135442	0	0	0.155116	0	0	0.294902	0	0	0	0	0	0	0.200571	0.143642	0	0	0	0
hsa-mir-4487	0.348422	0	0	0	0	0	0	0	0	0	0.228912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.580057	0	0	0	0	0.135442	0	0	0	0	0.403599	0.294902	0	0	0	0	0	0	0	0.143642	0.228393	0	0	0
hsa-mir-4666a	0	0	0	0	0	0	0	0	0	0.243813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2897	0	0	0	0	0.274269	0	0	0.244324	0.291489
hsa-mir-507	0	0.345922	0	0	0	0	0	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0.0919977	1.35932	0	0	0	0	0	0.135442	0	0.223995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-555	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0.519798	0	0	0	0	0	0.254987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170648	0	0	0	0.12582	0.311266	0	0.109715	0	0	0.143642	0	0.353079	0	0
hsa-mir-564	0	0	0	0	0	0	0.258255	0	0	0	0.228912	0	0	0.519798	0	0	0	0	0.792156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155116	0	0	0	0	0	0	0	0	0	0.37663	0	0	0	0	0
hsa-mir-6766	0	0	0	0.452897	0	0	0	0	0	0	0	0.177147	0	0	0.497771	0	0	0	0.314855	0	0.125679	0.124386	0	0	0	0.164058	0	0	0.213341	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5693	0	0	0.270297	0	0	0.142356	0.258255	0	0.476793	0	0	0.177147	0	0	0	0	0	0	0	0	0.125679	0	0	0	0	0	0	0	0.213341	0.256444	0	0	0	0	0	0	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-6856	0	0	0	0	0	0	0	0	0.258004	0	0	0	0	0	0	0.264754	0	0	0.573154	0	0	0	0	0	0	0.164058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0.396276	0	0	0	0.143642	0	0.353079	0	0
hsa-mir-1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160018	0	0	0	0.135442	0	0	0.155116	0.170648	0.403599	0.539634	0	0	0	0.706828	0	0	0	0	0	0	0	0
hsa-mir-4526	0	0	0.270297	0	0	0.142356	0	0	0	0.243813	0	0	0	0	0	0	0.456904	0	0.314855	0	0	0	0	0	0.0919977	0.164058	0	0	0	0	0.141264	0	0	0.223995	0	0	0	0	0	0	0	0	0	0	0.200571	0	0	0	0	0
hsa-mir-6881	0	0	0	0	0	0	0	0	0	0.351828	0	0	0	0	0	0	0	0	0	0	0.125679	0	0	0	0	0	0.580057	0	0	0.47411	0.141264	0	0	0	0	0.170648	0.403599	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-526a-1	0	0	0	0	0	0	0.258255	0	0.666729	0	0	0.835018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228393	0	0	0
hsa-mir-548az	0	0	0	0	0	0	0.258255	0	0	0	0	0.177147	0.120838	0.519798	0	0.264754	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797553	0
hsa-mir-513b	0.348422	0	0	0	0	0	0.477223	0	0	0.127051	0	0	0.120838	0	0	0	0	0	0	0	0	0	0	0	0	0.882086	0	0.160018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109715	0	0	0	0	0	0	0
hsa-mir-4427	0	0	0.694361	0	0	0.142356	0	0.242646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34498	0	0	0	0	0	0	0.399159	0	0	0	0	0	0	0	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-4488	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539634	0	0	0.311266	0	0	0	0	0	0.893475	0	0	0
hsa-mir-3171	0.348422	0	0	0	0	0	0.477223	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0.124386	0	0.146524	0	0	0	0	0	0.256444	0.141264	0.135442	0	0	0	0	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-3943	0	0	0	0	0	0.271917	0	0	0	0	0	0	0	0	0	0	0	0.56946	0	0.254987	0.348303	0	0	0	0	0	0	0	0.213341	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306897	0	0	0	0	0	0.244324	0
hsa-mir-499b	0	0	0	0	0	0	0	0	0.258004	0	0	0.177147	0	0	0	0	0	0	0	0	0	0.124386	0.197849	0	0	0.164058	0	0	0.213341	0.256444	0	0	0	0.417839	0	0	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-6804	0.628851	0	0	0	0	0	0.258255	0	0	0	0	0	0.120838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141264	0.373273	0	0	0	0	0.403599	0	0	0.12582	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.350143	0	0	0	0	0	0	0.238896	0.37181	0	0	0	0	0	0	0	0.141264	0.259253	0	0	0	0	0	0	0	0.12582	0	0	0.109715	0	0.200571	0.394043	0	0	0	0
hsa-mir-4723	0	0	0	0	0.242121	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314855	0	0	0	0	0	0	0	0	0.160018	0	0	0	0	0	0.223995	0	0	0.403599	0	0	0	0	0	0	0	0.200571	0	0	0.353079	0	0.291489
hsa-mir-3115	0	0	0.270297	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0	0.314855	0	0.125679	0	0	0	0	0	0	0	0	0	0	0	0	0.417839	0.422807	0	0	0	0.363425	0	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-371b	0.348422	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0.350143	0	0	0	0	0	0	0	0.197849	0	0.0919977	0	0	0	0	0	0.497214	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200571	0.143642	0.228393	0	0	0
hsa-mir-4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125679	0	0	0	0	0.31135	0.580057	0	0.213341	0	0.388039	0	0	0	0	0	0	0	0	0	0.311266	0	0.109715	0	0	0.143642	0	0	0	0
hsa-mir-3154	0	0.345922	0	0	0	0.142356	0	0	0.258004	0.127051	0	0.334903	0.120838	0	0	0	0	0	0	0	0.125679	0	0.197849	0	0	0	0	0	0	0	0.141264	0	0	0	0	0.170648	0	0	0	0	0	0	0.211673	0	0	0	0	0	0	0
hsa-mir-4756	0	0	0	0	0.242121	0	0	0	0	0.452317	0	0.177147	0	0	0	0	0	0	0	0	0	0.34498	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0.155116	0	0	0.294902	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-6847	0	0	0	0	0	0.142356	0.258255	0	0	0.127051	0.228912	0	0.335824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259253	0	0	0	0	0.403599	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-3202-2	0	0	0	0	0	0	0.258255	0	0	0	0.228912	0	0	0	0.350143	0	0	0	0	0	0	0	0.197849	0	0	0.31135	0	0	0	0	0	0	0.269166	0	0.155116	0.170648	0	0	0	0	0	0	0	0	0.200571	0	0	0	0	0
hsa-mir-6782	0.348422	0.345922	0	0	0.242121	0	0.258255	0.242646	0	0.127051	0	0	0.120838	0	0	0	0	0	0	0	0	0	0.197849	0	0	0	0	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3945	0	0.345922	0	0	0	0.142356	0.258255	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0.125679	0	0	0	0	0	0	0.160018	0	0	0.388039	0	0	0	0	0	0	0	0	0.12582	0	0	0	0	0	0	0	0	0	0.291489
hsa-mir-6767	0	0.345922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314855	0	0	0	0.197849	0.279528	0	0	0	0	0	0	0	0	0	0.223995	0	0	0	0	0	0.12582	0.311266	0	0	0	0	0	0	0	0	0.291489
hsa-mir-6825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456904	0	0	0	0	0	0	0	0	0.164058	0	0	0	0.47411	0.141264	0	0	0	0	0	0	0.294902	0	0	0	0	0.109715	0	0.200571	0	0	0	0.244324	0
hsa-mir-6824	0	0	0	0	0	0	0	0.242646	0	0	0	0	0.232332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318987	0	0	0	0.141264	0	0	0	0	0	0.403599	0	0	0	0	0.396276	0	0	0.200571	0.143642	0	0	0	0
hsa-mir-7151	0	0	0.270297	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0	0.314855	0	0	0.124386	0.197849	0	0	0	0	0	0	0	0	0	0.269166	0	0.155116	0	0	0	0	0	0	0	0	0	0	0.143642	0.228393	0	0.244324	0
hsa-mir-6838	0	0	0	0	0	0	0	0	0	0.351828	0	0.177147	0	0	0	0	0	0	0	0	0	0	0	0.146524	0.178479	0	0	0	0	0.256444	0	0	0	0	0	0	0	0.294902	0.653475	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4429	0	0	0	0	0	0	0	0	0	0	0	0	0.120838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8192	0.109715	0	0	0	0	0	0	0
hsa-mir-1243	0.348422	0	0	0	0	0	0	0	0.258004	0.351828	0	0	0	0	0.185667	0	0	0	0	0	0.125679	0	0	0	0	0	0	0.160018	0	0.47411	0	0.135442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4792	0	0	0.497855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314855	0	0	0	0	0.146524	0	0	0.318987	0	0	0	0	0	0	0	0	0	0	0	0.363425	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-6744	0	0	0	0	0	0	0	0.242646	0	0	0	0	0	0	0.350143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294902	0	0	0	0	0	0	1.13305	0	0	0	0	0
hsa-mir-4793	0	0.345922	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0.56946	0	0	0	0	0	0	0	0	0	0.160018	0	0	0.141264	0.135442	0	0	0	0	0.403599	0	0	0.12582	0	0	0	0	0	0	0	0	0	0
hsa-mir-4748	0	0.345922	0	0	0.242121	0	0	0	0	0	0	0.334903	0	0	0	0.264754	0	0	0	0	0.125679	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295161	0	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-124-1	0	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403599	0.294902	0	0	0	0	0.109715	0	0	0	0	0	0	0.922662
hsa-mir-4659a	0	0	0	0	0	0	0	0	0	0	0	0.177147	0	0.519798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141264	0	0	0.223995	0	0	0	0	0	0	0	0.706828	0	0	0	0	0.228393	0	0	0
hsa-mir-3688-1	0	0	0	0	0	0	0.258255	0.242646	0.258004	0	0	0	0	0	0	0	0	0	0	0	0	0.34498	0	0	0	0	0	0	0	0	0	0.135442	0	0	0	0	0	0.294902	0	0	0	0	0	0.45382	0	0	0	0	0	0
hsa-mir-4667	0.348422	0	0	0	0	0	0.258255	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0.124386	0	0	0.178479	0	0	0	0	0.256444	0.141264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228393	0	0.244324	0
hsa-mir-642b	0	0	0	0.797073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238896	0	0	0.178479	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0.396276	0.211673	0	0	0	0	0	0	0
hsa-mir-1273h	0.628851	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125679	0	0	0	0	0.444987	0	0	0	0.256444	0	0	0	0	0	0	0	0	0.363425	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0.24128	0.443794	0	0	0	0	0	0.160018	0	0	0.141264	0	0	0	0	0	0	0.539634	0	0	0	0	0	0	0	0	0	0	0.244324	0
hsa-mir-6878	0	0.345922	0	0	0	0	0	0	0	0.127051	0	0	0.232332	0.519798	0	0	0	0	0	0	0	0.124386	0.197849	0	0	0.164058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241544	0	0	0	0	0	0	0	0	0	0
hsa-mir-3164	0	0	0	0	0	0	0	0.450298	0	0.127051	0	0	0	0	0	0	0.456904	0	0	0	0	0.124386	0	0	0	0	0	0	0	0	0	0	0	0.223995	0	0	0.403599	0	0	0	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-3202-1	0.348422	0	0	0	0	0.142356	0.258255	0	0	0	0	0	0	0	0.350143	0	0	0	0	0	0	0	0	0	0	0.164058	0	0	0	0	0	0	0	0.417839	0	0	0	0	0	0	0	0	0	0.244681	0	0	0	0	0	0
hsa-mir-6886	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0.264754	0	0	0	0	0	0	0	0	0	0	0.318987	0	0	0	0.141264	0	0	0.417839	0.155116	0	0	0	0	0	0	0	0	0.244681	0	0	0	0	0.244324	0
hsa-mir-3133	0	0.624733	0	0.452897	0.242121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164058	0	0.160018	0	0	0	0	0.269166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4643	0	0	0	0	0	0	0	0	0	0	0	0	0.608048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213341	0.256444	0.141264	0	0	0	0	0	0	0.294902	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-888	0.628851	0	0	0	0	0	0	0.242646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170648	0	0.294902	0	0	0	0	0	0	0	0.274269	0	0	0	0.291489
hsa-mir-5088	0	0	0	0	0	0	0.258255	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0.962228	0	0	0	0	0	0	0	0.291489
hsa-mir-6873	0.348422	0	0	0	0	0	0.258255	0	0	0	0.426427	0	0	0.519798	0	0	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244681	0	0	0	0	0	0
hsa-mir-4780	0	0	0	0	0	0	0	0	0.476793	0	0	0	0	0	0	0	0	0	0.314855	0	0	0	0	0	0	0.164058	0	0	0	0	0	0	0	0	0.295161	0	0	0	0	0	0	0	0	0	0	0	0	0.636513	0	0
